0,1,2,3,4
-0.035,-0.04133307631734618,-0.03,-0.022409606188354823,-0.034999999999999774
-0.035,-0.027649748539715267,-0.02,-0.0157962166698333,-0.034999999999999795
-0.03,-0.020900709105326917,-0.015,-0.0067649843077216805,-0.029999999999999857
-0.025,-0.023295902917310058,-0.01,0.004669832736000552,-0.02500000000000001
-0.02,-0.020170713559086,-0.01,0.01003177677067746,-0.019999999999999997
-0.01,-0.014373722040834237,-0.01,0.010284162909991732,-0.01000000000000005
0.0,0.0026333216944776023,-0.015,0.010620235384180457,4.20972137906818e-17
0.0,0.014194778214256342,-0.02,0.006123586947216863,2.774114172995098e-17
0.0,0.016997427741410713,-0.02,-0.004295561980970431,1.1426186984724674e-16
-0.01,0.0019675380241915234,-0.02,-0.015407208310093227,-0.00999999999999999
-0.02,-0.01719400031671299,-0.015,-0.027251554992353755,-0.01999999999999997
-0.035,-0.029555578285683407,-0.01,-0.03818758407869806,-0.03499999999999997
-0.05,-0.05483988817976409,-0.005,-0.046148254787003636,-0.05000000000000013
-0.06,-0.05745457659255337,-0.005,-0.05411480108120904,-0.05999999999999999
-0.06,-0.05547550437908255,-0.01,-0.059738813702689214,-0.06000000000000005
-0.05,-0.04363969575375167,-0.02,-0.05970542407828296,-0.05000000000000006
-0.035,-0.03277334524120614,-0.03,-0.05663856779107475,-0.0350000000000001
-0.015,-0.01640198459087336,-0.035,-0.05062948464161383,-0.01500000000000003
0.005,0.011976831897953961,-0.04,-0.04352954875552237,0.004999999999999832
0.025,0.02874392862734159,-0.04,-0.03986954241576018,0.02499999999999994
0.03,0.028293986073632194,-0.035,-0.036796888926758364,0.029999999999999874
0.03,0.03326301947354414,-0.025,-0.03215022695248656,0.030000000000000145
0.02,0.029824275934765065,-0.01,-0.02928712762822614,0.019999999999999695
0.01,0.006958476437798454,0.0,-0.029459918466298522,0.009999999999999863
-0.01,-0.008641184547729,0.005,-0.03251773794186292,-0.010000000000000094
-0.02,-0.025284958492497105,0.005,-0.035322100742373304,-0.019999999999999796
-0.03,-0.05881259065828207,0.0,-0.03387234585802143,-0.0299999999999997
-0.03,-0.03453491502076676,-0.015,-0.030492803006154427,-0.02999999999999976
-0.025,-0.04146264527483352,-0.025,-0.02711272467806261,-0.02499999999999967
-0.015,-0.026020916339582825,-0.03,-0.023597198724973404,-0.014999999999999646
0.0,0.012036828139021943,-0.035,-0.020122858579313074,2.903568572109395e-16
0.01,0.005221560056140635,-0.03,-0.012807555280825162,0.01000000000000017
0.02,0.028439270788520682,-0.02,-0.004275505666589814,0.020000000000000157
0.025,0.02644278253853002,-0.01,-0.0022184369896288553,0.025000000000000043
0.02,0.01684900724561076,0.005,-0.0022808227029465075,0.019999999999999886
0.015,0.0321976285319939,0.01,-0.002417486501587927,0.014999999999999887
0.0,-0.010624982785251341,0.01,-0.008731224291751489,-2.378275659824165e-16
-0.01,-0.0070478561076178494,0.005,-0.01690790714092468,-0.010000000000000285
-0.025,-0.015695658820263702,-0.01,-0.024149431596521727,-0.02500000000000029
-0.035,-0.027601132144869457,-0.025,-0.03546607132101719,-0.03500000000000041
-0.04,-0.02743481854805728,-0.04,-0.04722917687807788,-0.040000000000000334
-0.04,-0.03368181734699548,-0.05,-0.05599485316982582,-0.04000000000000031
-0.035,-0.008185201721660377,-0.06,-0.062260181532112185,-0.0350000000000004
-0.03,-0.026365645349927934,-0.06,-0.061794051800943745,-0.03000000000000026
-0.025,-0.013529190361767793,-0.055,-0.055686032049075726,-0.02500000000000021
-0.02,-0.018709517956875317,-0.045,-0.04703005788719419,-0.020000000000000052
-0.015,-0.02493467754188641,-0.04,-0.034024012195813344,-0.015000000000000034
-0.02,-0.012420065186312952,-0.035,-0.019827276365174507,-0.019999999999999886
-0.025,-0.02702718541300482,-0.03,-0.0054885731977365616,-0.024999999999999665
-0.035,-0.040056899581710305,-0.03,0.011004474530142293,-0.03499999999999961
-0.045,-0.04538180986301374,-0.035,0.022816886202875836,-0.04499999999999942
-0.05,-0.04594895793727916,-0.035,0.027188755877679858,-0.049999999999999385
-0.055,-0.06362401935462811,-0.03,0.028121322194220106,-0.054999999999999494
-0.055,-0.05566873654898802,-0.025,0.024408240534090072,-0.05499999999999962
-0.045,-0.03663553636912169,-0.02,0.017743040634901196,-0.044999999999999804
-0.035,-0.025243573406349723,-0.01,0.009680850458882928,-0.035000000000000045
-0.02,-0.028052731808465278,0.0,-0.003159428995522967,-0.02000000000000008
-0.005,0.007698120104174577,0.0,-0.015058927642666184,-0.005000000000000187
0.005,-0.0004871180871112305,0.0,-0.02148002216114698,0.004999999999999725
0.015,0.026640395800802137,-0.01,-0.027993894267838305,0.014999999999999725
0.02,0.021116486556447194,-0.02,-0.0315017760971415,0.01999999999999965
0.015,0.022013127298763306,-0.035,-0.027843546301029243,0.014999999999999862
0.01,0.010786842023164225,-0.05,-0.023568823326971584,0.009999999999999794
0.0,0.007773343226430523,-0.06,-0.017571754072111874,-1.4068140734709664e-17
-0.015,-0.0019700127397625448,-0.06,-0.00596504123989793,-0.015000000000000083
-0.025,-0.029255899448501113,-0.05,0.0033063105247455563,-0.0250000000000001
-0.035,-0.04651919784843607,-0.035,0.008792975248362995,-0.03499999999999989
-0.045,-0.056558234433738815,-0.015,0.016954959079539717,-0.044999999999999984
-0.045,-0.04551781267796272,0.005,0.02229769538381183,-0.044999999999999804
-0.045,-0.03788417800310155,0.025,0.020100658518300278,-0.044999999999999866
-0.04,-0.0515028915803251,0.03,0.017319584903306335,-0.039999999999999626
-0.03,-0.026799937912632344,0.03,0.013268147110900304,-0.029999999999999753
-0.02,-0.022636973481913736,0.02,0.003373446760473602,-0.019999999999999536
-0.01,-0.006852879546529676,0.01,-0.005974088836336105,-0.009999999999999695
0.0,-0.015358708706292553,-0.01,-0.013274816359961538,3.739341775851705e-16
0.0,-0.002384599741881765,-0.02,-0.0238080953461958,3.4010043106697314e-16
0.0,0.0074748474301301,-0.03,-0.033000140318613605,3.627962884575399e-16
-0.01,-0.019017681078142723,-0.03,-0.03736152681642341,-0.009999999999999822
-0.015,-0.0021560534190073616,-0.025,-0.04058980297565736,-0.01499999999999989
-0.025,-0.02142825042583346,-0.015,-0.04093776364556967,-0.025000000000000102
-0.03,-0.03752528481616575,0.0,-0.03761741399272355,-0.030000000000000308
-0.03,-0.03131044980650417,0.01,-0.03432681460605894,-0.03000000000000041
-0.015,-0.026138386531641244,0.02,-0.030721553540511856,-0.015000000000000742
0.015,0.0274801125575331,0.025,-0.027349725291816916,0.014999999999999137
0.06,0.04904676227337129,0.02,-0.024674767117186587,0.05999999999999905
0.12,0.13264115709242985,0.015,-0.020117456724250988,0.11999999999999904
0.19,0.19687920214223137,0.0,-0.017882273808651986,0.18999999999999903
0.27,0.26424011774909245,-0.01,-0.021374674195206212,0.26999999999999924
0.35,0.36344237598793183,-0.025,-0.025037037810813484,0.34999999999999915
0.42,0.42215462071688836,-0.035,-0.028923234613532398,0.4199999999999992
0.475,0.46044980545889314,-0.04,-0.03670952981525105,0.4749999999999997
0.505,0.49813710236856173,-0.04,-0.043802991942561396,0.5049999999999998
0.505,0.4961732756509423,-0.035,-0.04719856085377407,0.5050000000000002
0.475,0.4870293714178887,-0.03,-0.05044926593855779,0.4750000000000003
0.415,0.412827873576836,-0.025,-0.05409651172503279,0.4150000000000006
0.335,0.337871900742554,-0.02,-0.0540948362863373,0.33500000000000085
0.23,0.22203562265231824,-0.015,-0.04855449023531611,0.2300000000000009
0.115,0.10498912854128706,-0.02,-0.04122385975656615,0.11500000000000091
0.0,-0.006996449276204282,-0.025,-0.03435087326500596,7.404169341930959e-16
-0.105,-0.10076942925975595,-0.035,-0.02457587984145516,-0.10499999999999922
-0.19,-0.19262373237663186,-0.045,-0.013104980692010892,-0.1899999999999993
-0.255,-0.26370771942220955,-0.05,-0.005108739546261844,-0.2549999999999995
-0.295,-0.2898113435793883,-0.055,0.0012277749468106896,-0.29499999999999943
-0.31,-0.3122632412707328,-0.055,0.008701205922233847,-0.3099999999999997
-0.31,-0.3172058009004682,-0.045,0.013882544742382092,-0.30999999999999966
-0.29,-0.2890369920722561,-0.035,0.01376381296496318,-0.28999999999999976
-0.265,-0.26034032987420236,-0.02,0.010028216790534228,-0.26499999999999996
-0.24,-0.2552303531040893,-0.005,0.0063009078474652236,-0.24000000000000019
-0.22,-0.198544364957811,0.005,0.0016967350870592218,-0.22000000000000028
-0.2,-0.211570326312717,0.015,-0.007857101275531238,-0.20000000000000046
-0.185,-0.1842314886736731,0.02,-0.01845454945121257,-0.18500000000000066
-0.175,-0.18213595346171105,0.015,-0.02460949669059962,-0.17500000000000077
-0.165,-0.17155038045275023,0.01,-0.030880905679742016,-0.16500000000000073
-0.15,-0.15512500051805608,0.0,-0.039250574745965314,-0.15000000000000072
-0.135,-0.14775140053948257,-0.015,-0.04387906771540099,-0.13500000000000045
-0.115,-0.1021472714614347,-0.025,-0.044033591723358724,-0.11500000000000049
-0.095,-0.08595717383107447,-0.035,-0.04316268925865916,-0.09500000000000024
-0.07,-0.06973059028385344,-0.045,-0.04166652371452284,-0.07000000000000035
-0.05,-0.06015326339670206,-0.045,-0.03730614182791956,-0.05000000000000004
-0.035,-0.023016946561285785,-0.045,-0.029308550274057696,-0.03499999999999993
-0.02,-0.012555867235187625,-0.04,-0.022021089120986295,-0.01999999999999977
-0.015,-0.02060193564561896,-0.03,-0.01637724462428243,-0.014999999999999613
-0.01,-0.0024448622180812223,-0.02,-0.008204907842882865,-0.009999999999999471
-0.005,0.011578478352784059,-0.01,-0.0017712896525049128,-0.004999999999999242
-0.005,0.018870295736089313,0.0,-0.0011927814292977696,-0.004999999999999321
0.0,-0.005697271176901289,0.0,-0.0015286500045518469,6.186598010564837e-16
0.005,0.006280875489636064,0.0,-0.004317087870627616,0.00500000000000033
0.01,0.01607389271458349,-0.01,-0.011838256965254155,0.010000000000000021
0.015,0.011172578656134278,-0.015,-0.01775596550276998,0.014999999999999793
0.02,0.025789134412554503,-0.025,-0.02317614209461079,0.019999999999999483
0.02,0.02562969566811249,-0.03,-0.03125028475014721,0.019999999999999532
0.02,0.017821418479510673,-0.03,-0.03635879341542307,0.01999999999999938
0.015,0.019526452393948308,-0.015,-0.03748342125975318,0.0149999999999996
0.005,0.009191742722020873,0.015,-0.03441166412814076,0.004999999999999709
-0.005,0.001644141136852721,0.06,-0.02139892741557073,-0.005000000000000111
-0.01,-0.0016269468253265421,0.12,0.0004256107520774019,-0.00999999999999999
-0.015,-0.0232098988405645,0.19,0.02882617012358295,-0.014999999999999925
-0.015,-0.0029760446021103847,0.27,0.06701953758730775,-0.014999999999999767
-0.01,0.004887365837531335,0.35,0.11300870322056908,-0.009999999999999933
0.0,0.011393392810086268,0.42,0.163852089562681,1.9099383223209901e-16
0.01,-0.0018951967854045175,0.475,0.2211500536917718,0.010000000000000129
0.015,0.03545339110437029,0.505,0.2821216393640711,0.015000000000000227
0.025,0.03334083824491367,0.505,0.34070287743722605,0.025000000000000158
0.025,0.01679759091869046,0.475,0.39413010102465573,0.025000000000000296
0.025,0.029982580664142465,0.415,0.44067009025705783,0.0250000000000004
0.02,0.021275073348868627,0.335,0.4764117988322457,0.02000000000000024
0.02,0.015259753648166964,0.23,0.49712529042783077,0.020000000000000354
0.015,0.01829160681654984,0.115,0.5017865982556529,0.01500000000000019
0.015,0.014505167488089657,0.0,0.4900271271421822,0.015000000000000166
0.02,0.004380510277329537,-0.105,0.460565511877127,0.019999999999999834
0.025,0.034559826098406174,-0.19,0.4165484297597345,0.02499999999999988
0.03,0.03709862104987451,-0.255,0.36109943026563635,0.02999999999999966
0.035,0.027764860044144073,-0.295,0.29171917533409003,0.034999999999999705
0.04,0.032556289870091584,-0.31,0.21079857468967034,0.039999999999999675
0.04,0.026151615433199694,-0.31,0.1268557565106389,0.03999999999999977
0.04,0.044774929976788384,-0.29,0.043068493362973276,0.03999999999999984
0.04,0.030580493223872414,-0.265,-0.03834643080831866,0.0399999999999997
0.035,0.03426878329656955,-0.24,-0.11060348652168726,0.034999999999999795
0.035,0.028157493282002614,-0.22,-0.17168281797597762,0.0349999999999997
0.04,0.038534093125449295,-0.2,-0.2232784374134381,0.039999999999999584
0.045,0.03860678282814284,-0.185,-0.2616376100110472,0.04499999999999961
0.05,0.06507779283002628,-0.175,-0.2845501470701121,0.04999999999999959
0.055,0.0616596979431241,-0.165,-0.2968998949792801,0.054999999999999674
0.06,0.07205633255476014,-0.15,-0.3004226317678397,0.05999999999999986
0.065,0.05717538127077487,-0.135,-0.2930044861044688,0.06500000000000004
0.065,0.0738725170410365,-0.115,-0.27805889724075783,0.06500000000000027
0.06,0.06180610366058868,-0.095,-0.2613662233640966,0.060000000000000546
0.055,0.05652920533843532,-0.07,-0.24518985038292546,0.05500000000000049
0.055,0.044562053217108204,-0.05,-0.23041405940749113,0.055000000000000625
0.055,0.06893201862109012,-0.035,-0.21672960824097945,0.05500000000000046
0.06,0.05718561743424121,-0.02,-0.2032461313208184,0.06000000000000026
0.07,0.06401507833927086,-0.015,-0.19157821545212333,0.07000000000000024
0.08,0.08258219204779133,-0.01,-0.18336286768379928,0.08000000000000002
0.095,0.08675253086475293,-0.005,-0.17658849833898824,0.09500000000000007
0.105,0.10232112599348976,-0.005,-0.16787041469744454,0.10500000000000008
0.11,0.12942726579987296,0.0,-0.15688705751349846,0.11000000000000017
0.115,0.11241214601295782,0.005,-0.14535315973705953,0.11500000000000006
0.115,0.12373036629331947,0.01,-0.13248610461456561,0.11500000000000014
0.115,0.11723762323927395,0.015,-0.11765469583331747,0.11500000000000007
0.115,0.11462660200062766,0.02,-0.10251248298974103,0.11499999999999981
0.115,0.11889350372094612,0.02,-0.08562640780241802,0.11499999999999985
0.12,0.11129288554420774,0.02,-0.06724359957914831,0.1199999999999996
0.125,0.11484744951815393,0.015,-0.05352315418486792,0.12499999999999947
0.135,0.1326112345483711,0.005,-0.04341370831100813,0.1349999999999996
0.145,0.14779313855221504,-0.005,-0.03150252362259275,0.14499999999999955
0.15,0.1554107331576909,-0.01,-0.023101345894160276,0.14999999999999963
0.16,0.15474173688170095,-0.015,-0.021103500924580847,0.1599999999999998
0.16,0.1653615955912706,-0.015,-0.01778504389818527,0.1599999999999999
0.165,0.1535763888112824,-0.01,-0.013187556680159028,0.16499999999999998
0.165,0.14742214873896897,0.0,-0.012424447966997772,0.16500000000000015
0.17,0.15896086756493516,0.01,-0.011868732210707316,0.16999999999999996
0.175,0.17845688321684988,0.015,-0.008444604910697595,0.17500000000000013
0.18,0.1925821664598688,0.025,-0.004199259722851671,0.17999999999999997
0.19,0.17475078122518747,0.025,0.00010920239916809817,0.19000000000000006
0.195,0.21076435548478703,0.025,0.004109812876548679,0.19499999999999995
0.205,0.21725066253189498,0.02,0.008594836478310853,0.20500000000000002
0.205,0.22814759333275408,0.02,0.01404173062137261,0.20500000000000004
0.205,0.20470895479838594,0.015,0.017309286708464527,0.205
0.205,0.20357176538769786,0.015,0.018308594763860278,0.20500000000000018
0.2,0.2099560368320892,0.02,0.019201942834811924,0.2000000000000001
0.2,0.2076171605871736,0.025,0.017971472346055836,0.2
0.2,0.21016116446058844,0.03,0.013326028847787887,0.20000000000000018
0.205,0.20482642240414015,0.035,0.006207156225971273,0.20499999999999996
0.21,0.21807460872250578,0.04,-0.0013939364363470413,0.2099999999999999
0.22,0.21370540738952176,0.04,-0.0060326786313866804,0.21999999999999997
0.225,0.21658210562814267,0.04,-0.009491813826834221,0.22499999999999984
0.23,0.22685718807436467,0.04,-0.013849193616546155,0.2300000000000001
0.225,0.23715153540954437,0.035,-0.014683753222276706,0.225
0.215,0.22095822097176407,0.035,-0.012352856003670946,0.21500000000000016
0.2,0.21097416278146913,0.04,-0.008736502361794119,0.2000000000000003
0.18,0.18387550014536347,0.045,-0.0007580473858731873,0.18000000000000035
0.155,0.15453509519945083,0.05,0.006731127686550086,0.15500000000000033
0.14,0.15247796911913272,0.055,0.009929572157361503,0.14000000000000037
0.125,0.12235176023026591,0.06,0.015678699186888197,0.1250000000000003
0.115,0.11784082600766249,0.065,0.02187146280054632,0.11500000000000019
0.11,0.11613316534306492,0.065,0.022605655135323525,0.10999999999999996
0.11,0.09041248422226195,0.06,0.02206527806830627,0.10999999999999978
0.105,0.08917801225517494,0.055,0.02041953385241386,0.10499999999999989
0.095,0.09043104937580353,0.055,0.016842773235055612,0.09499999999999971
0.08,0.07625640166374636,0.055,0.015880174984267106,0.07999999999999972
0.06,0.055463434188977145,0.06,0.014029947332981789,0.059999999999999575
0.04,0.04352714978485096,0.07,0.009601490494659064,0.039999999999999855
0.015,0.025938486240889975,0.08,0.010101429872738255,0.015000000000000006
-0.005,-0.00726014366807708,0.095,0.01420023098952111,-0.005000000000000128
-0.015,0.00041329831720109296,0.105,0.017095837013750583,-0.014999999999999899
-0.025,-0.02363985393563567,0.11,0.02116646971725517,-0.024999999999999998
-0.025,-0.02875316518935253,0.115,0.025712670892032437,-0.025000000000000015
-0.02,-0.003982002663311772,0.115,0.029502554354923757,-0.020000000000000014
-0.015,-0.01383960890676357,0.115,0.034500024678528515,-0.014999999999999993
-0.015,-0.00565394959959889,0.115,0.03784057995616852,-0.015000000000000136
-0.015,0.004332470894988897,0.115,0.03787228031143802,-0.015000000000000168
-0.02,-0.016713957721366565,0.12,0.03849797582808468,-0.020000000000000254
-0.025,-0.025732301199111827,0.125,0.039557076806705976,-0.025000000000000255
-0.03,-0.013383072311340168,0.135,0.037847373712101104,-0.030000000000000207
-0.04,-0.026970610059288136,0.145,0.03448048530596651,-0.04000000000000009
-0.045,-0.02367909204725764,0.15,0.033250785127205126,-0.04499999999999994
-0.045,-0.041775307462047155,0.16,0.03566858893638759,-0.04499999999999988
-0.045,-0.037916230303110074,0.16,0.03931158798127926,-0.04499999999999966
-0.045,-0.0283856330408478,0.165,0.04215875380458491,-0.04499999999999951
-0.045,-0.04727242685574807,0.165,0.045425730067238525,-0.04499999999999947
-0.05,-0.035231715405761595,0.17,0.04923824784106207,-0.04999999999999941
-0.06,-0.0693812468456179,0.175,0.05255387210243672,-0.05999999999999935
-0.07,-0.06336345325359077,0.18,0.056429437659395516,-0.06999999999999938
-0.085,-0.09311657503571817,0.19,0.06057445411987711,-0.08499999999999942
-0.095,-0.1022053055955991,0.195,0.062338405746379666,-0.09499999999999952
-0.1,-0.09948427721822482,0.205,0.061058384755228526,-0.09999999999999976
-0.1,-0.10174775144118255,0.205,0.05761829849724066,-0.09999999999999964
-0.095,-0.08505396242833907,0.205,0.053747327753567366,-0.09499999999999989
-0.08,-0.07525501032730607,0.205,0.05236946536694518,-0.08000000000000013
-0.07,-0.08480576860455204,0.2,0.0526817529038889,-0.07000000000000026
-0.055,-0.06909150790552812,0.2,0.0521996688089332,-0.055000000000000535
-0.05,-0.0730048422778489,0.2,0.054200822628577505,-0.05000000000000058
-0.045,-0.041414149690568926,0.205,0.06045185546170414,-0.045000000000000574
-0.05,-0.0623950001751176,0.21,0.0665171934409124,-0.05000000000000066
-0.055,-0.05779973809041539,0.22,0.07312470454615566,-0.05500000000000065
-0.065,-0.05484600052250323,0.225,0.08353411380759501,-0.0650000000000004
-0.075,-0.07425664577643495,0.23,0.09287844348792786,-0.07500000000000027
-0.075,-0.06776991817091917,0.225,0.09764189451588481,-0.07499999999999998
-0.075,-0.08392871669111976,0.215,0.10162848132107416,-0.07499999999999979
-0.07,-0.05517183077676238,0.2,0.10579993049489528,-0.0699999999999997
-0.055,-0.04784311922201551,0.18,0.107568715514539,-0.054999999999999556
-0.04,-0.037642601045514285,0.155,0.1075195252833385,-0.039999999999999473
-0.03,-0.016478794949708515,0.14,0.10820612104167497,-0.02999999999999952
-0.02,-0.02795453708517868,0.125,0.109416905977314,-0.019999999999999723
-0.015,-0.02335671491524494,0.115,0.10957379273341179,-0.014999999999999703
-0.02,-0.02029841314026321,0.11,0.11135121448391999,-0.019999999999999827
-0.025,-0.012757114498532266,0.11,0.1164496355218366,-0.024999999999999828
-0.035,-0.02640380763709667,0.105,0.12081832672557485,-0.03499999999999974
-0.05,-0.03423947176413716,0.095,0.12616632225912652,-0.04999999999999973
-0.06,-0.05954101610663871,0.08,0.13599197101826038,-0.059999999999999526
-0.07,-0.0689391700191269,0.06,0.14310950623646398,-0.06999999999999966
-0.075,-0.08601039042994779,0.04,0.14670862370196378,-0.07499999999999979
-0.08,-0.08187975415657345,0.015,0.15416961122877443,-0.07999999999999992
-0.085,-0.08738195108371978,-0.005,0.1595173869943881,-0.08500000000000003
-0.085,-0.08807263049685964,-0.015,0.1592097400281605,-0.08500000000000052
-0.08,-0.10349490031202353,-0.025,0.16197504318395012,-0.08000000000000071
-0.08,-0.07487530868720223,-0.025,0.16471367235592402,-0.08000000000000093
-0.075,-0.0618112162898187,-0.02,0.1637667856192682,-0.07500000000000118
-0.07,-0.08368943618979276,-0.015,0.16746595948691145,-0.07000000000000108
-0.065,-0.05802504734362643,-0.015,0.17233344910051768,-0.06500000000000095
-0.06,-0.06424796356440876,-0.015,0.17352614381845657,-0.060000000000000824
-0.055,-0.06351489416844636,-0.02,0.1794895229091838,-0.05500000000000064
-0.05,-0.05282146107114843,-0.025,0.18703970991881907,-0.05000000000000031
-0.045,-0.03961693278412879,-0.03,0.19001925653076582,-0.045000000000000276
-0.04,-0.0361338160161786,-0.04,0.19644521324343436,-0.039999999999999716
-0.04,-0.052063950906084094,-0.045,0.2033123938876737,-0.03999999999999978
-0.04,-0.05502557001052333,-0.045,0.20247409853088918,-0.03999999999999958
-0.04,-0.04579274955237915,-0.045,0.20203782543496204,-0.039999999999999515
-0.04,-0.05643651088796314,-0.045,0.20404095704468167,-0.039999999999999356
-0.04,-0.04718876791690956,-0.045,0.20175233925458486,-0.039999999999999404
-0.04,-0.03404809353761165,-0.05,0.1989773263443178,-0.039999999999999404
-0.04,-0.03429820460646569,-0.06,0.19845349181656544,-0.039999999999999335
-0.035,-0.030022727871903614,-0.07,0.19791198709419672,-0.03499999999999979
-0.03,-0.027711201173758426,-0.085,0.19937313295484754,-0.029999999999999458
-0.03,-0.019141030405143818,-0.095,0.20229991276006776,-0.029999999999999714
